,kata,sentimen
3017,dah gw tawarim miliar malah diketawain,0
3018,driver not found terus tadi gua chat sama gosend hantu apa gimana you d better explain this gojekindonesia pic twitter com hgznkfik,0
3019,gojekindonesia halo gojek tolong utk order rb detail masalah sy dm terima kasih,0
3020,cs ngakalin order gf titik antar beda jauhhhh biar ongkos kirim murah gue komple gak dengar cs komplen akhir suspensi minggu sdh rasa,0
3021,gojekindonesia min gk login no yg daftar udah ilang gimana cara change no hp ni pls reply,0
3022,order mental jauh banget,0
3023,udaah refresh min tetep kayak gitu aplikasi gojek nya udah coba buat uninstall trs install juga masih sama aja gimana yaa,0
3024,gojekindonesia mau ganti nomer telfon gak terus kata nomor daftar gimana,0
3025,knp yo,0
3026,helm baru gojekindonesia warna hitam logo baru rasa lebih tipis kurang kokoh banding ya,0
3027,gojekindonesia min hari pake gopay beli kopi kok gak dapet pot padahal temen saya langsung dapet cashback loh,0
3028,cc gojekindonesia gamau ikut,0
3029,kaget buka mercari jepang product asing mahal helm nya gojekindonesia pic twitter com koxvetpu,0
3030,waktu sekolah ibuun sen nya,0
3031,gojekindonesia rwply dm sya dong min,0
3032,gojekindonesia jadi gin gan ngisi gopay hari lewat trasfer atm atas nama tapi saldo masuk nih saya cek riwayat gk masuk saya kasih solusi pic twitter com lwurjgra,0
3033,min pls anak kost akhir bulan min gojekindonesia,0
3034,gojekindonesia kalau masuk gotixindonesia,0
3035,pontaid tukar poin gopayindonesia ponta g masuk nomor cc gojekindonesia,0
3036,lebih pak bantu follow up,0
3037,hai sesuai syarat tentu dapat halaman gopoints dalam hari ponta points belum tambah saran untuk konfirmasi ponta http www ponta co id hotline tks ari,0
3038,gojekindonesia gamau ikut nih,0
3039,mas opik kribo,0
3040,gojekindonesia woy balikin duit gw woy kalo masukin duit gw yg udah gw top up in gopay tanggung jawab direspon cepat makasih pic twitter com pomhxtubc,0
3041,gopayindonesia gojekindonesia tuker poin ponta ga masuk nomor,0
3042,singgung sama mulut datuk taksi malaysia mana suara usirgrabdariindonesia uninstalgrab gojekjekarda gojekbandung gojektebet pic twitter com ociav,0
3043,gojekindonesia jek daftar driver dipalembang sampe kapan,0
3044,cc gojekindonesia usut segera nmr pic twitter com syzipxslj,0
3045,pelit,0
3046,ririiidigembokk gabisa baca klo gak difollback,0
3047,dulu banyak kak order fiktif kayak gitu bahkan smpe sekarang banyak malah kembang dengan modus yg kasi driver yg tua ga berapa paham teknologi jadi rawan tipu,0
3048,gojekindonesia selamat malam tadi laku bayar gopay besar rb nomor transaksi ccce dapat cashback harus saya dapat cashback besar mohon bantu min,0
3049,selebjek apa cyberjek,0
3050,dishubbekasi pemkotbekasi mau kapan nih jalan stasiun kayak gin gojekindonesia grabid gimana nih awas mitra,0
3051,gojekindonesia,0
3052,sih paham hehe dia ngeliat tiap hari inti satu gojekindonesia kudu benah sistem kait lapor kroscek dulu driver cust jangan selalu pihak cust sering custnya salah,0
3053,tarung grabid gojekindonesia makin panas sodarasodaraaah nama bisnis ye gak grab gojek ojol goviet vietnam indonesia antingaret lambeojol pic twitter com xpgozrrkb,0
3054,min kok aku upgrade gopay dr tgl sampe skrg blm selesai gmn tu gojekindonesia,0
3055,sama aja kaya grabid gak konfitmasi dulu driver kmrin gw kena suspend hari komplain makan gak,0
3056,grabid ngapain tunggu komentar gojekindonesia pic twitter com tcitfyedv,0
3057,padahal yo kerjo ng mekdi emang ga tau weruh ojol ngantrine kek piye,0
3058,entah gimana gojekindonesia ngevaluasi masalah kayak gin masa tiap kasus gak kroscek dulu driver ujug suspend nerima aja lapor mentah customer rasa customer laku bak tuhan,0
3059,hai menindaklanjuti prihal tersbut info nomor order yg kendala via dm bisa proses lebih lanjut tks ari,0
3060,kalo emang udah laper banget gak makan beli dagang sendiri wkwkkwwkw,0
3061,gak aku aja hari dapet driver gojek goblok gak baca maps terang alamat bos aku kenapa akhir servis gojek jadi turun gojekindonesia pic twitter com tatunhzem,0
3062,inti banyak cust tolol driver tolol jg bang,0
3063,kan yg mas selebjek maksud masalah sus pihak nya tu lho,0
3064,kata belah pihak udh damai mas opik kribo,0
3065,gojekindonesia habis beli tiket gotix cara tukar gimana nanti tks,0
3066,soal lama gaknya driver nganter makan gak sepenuh kendali driver layan tiap resto beda cepet yang lama banget tempat mbak kerja juga gak selalu cepet layan gojekindonesia aneh driver selalu salah https twitter com tanyarl status,0
3067,moga viral ribu rt biar dengar sama gojekindonesia,0
3068,sekut,0
3069,iyade,0
3070,ih galak gimana coba,0
3071,sama blm saya begitu,0
3072,halo kak gojekindonesia senin ayam dong ga reply aku sen lewat grabid,0
3073,udah damai kok mas,0
3074,saking lapar mungkin lupa anda makan sama bungkus,0
3075,abis gojekindonesia ngambek asa ga anggap sama kfc,0
3076,mau gojekindonesia grabid bikin feature buat mitra tau kualitas calon tumpang misal kasih tau kalau sudah verified by gopay ovo biar ngerasa nyaman kalau daerah daerah sepi,0
3077,lemah sistem gojekindonesia yg ga langsung kroscek belah pihak customer bikin fitnah komen dipickup makan tidak sampai akun driver langsung suspend meski fitur banding tetep butuh waktu proses buka hari driver off dapur rumah ga ngebul https twitter com tanyarl status,0
3078,maaf mba numpang min aku abis isi saldo gopay atm kok ngga masuk gojekindonesia,0
3079,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon yang daftar screenshot kendala lalu dm tks fzy,0
3080,gojekindonesia hallo min checkout aplikasi the f thing bayar pake gopay kok ga dapet cashback,0
3081,ken beli ayam kfc tp bingung mau order pake grabid gojekindonesia,0
3082,gojekindonesia kok appnya semenjak diupdate jd suka keluar sendiri,0
3083,plot twist berani pegang knalpot krn tadi keluar sen grabid gojekindonesia,0
3084,tarif naik kualitas layan nya gmn yg mau bantu jwb gojekindonesia grabid,0
3085,tadi dikabarin ganti nasi utk bapak gak habis pikir ada org yg mau luang waktu utk ngerjain org dosa tuh hambat rezeki org,0
3086,gojekindonesia selamat malam tadi laku bayar gopay besar rb nomor transaksi ccce dapat cashback harus saya dapat cashback besar mohon bantu,0
3087,hai menindaklanjuti prihal tersbut info nomor tlp alamat email yg daftar alas ingin hapus akun via dm tks ari,0
3088,hahahahahaha,0
3089,gojekindonesia mohon maaf ingin hapus akun gojek apakah bisa hapus sendiri sudah lanjur ter log out akun saya yang lama sempat hapus terima kasih,0
3090,gojekindonesia min tadi aku mau bayar pake gopay kata pin salah trs udh ganti waktu mau bayar masih sama salah pin mulu knp,0
3091,berapa antingaret kamu besok gue kerja masuk jam pagi terus gue order gojekindonesia nya sekarang,0
3092,iya emang ganti kak sama pihak gojek tp ga semua klo ga salah cuma aja dulu tp ga tau skrang klo grab siih ganti kasi drivernya klo kena order fiktif yg habis lumayan banyak,0
3093,gojekindonesia min mau bayar pay later kenapa tiba fitur pay later hilang,0
3094,kalo gojekindonesia ngga,0
3095,kok galak kak ghullam,0
3096,belanja produk gopay alfacard laku bayar gopay cashbacknya gak masuk alfacartid alfamart gojekindonesia gopayindonesia pic twitter com dgongitzw,0
3097,gojekindonesia halo min beberapa minggu yg lalu ganti alamat email akun gojek tapi terkadang ada pesan gojek yg masuk alamat email lama gimana emailnya masuk alamat email yg baru thank you,0
3098,help min gojekindonesia,0
3099,sederhana mudah tp sederhana ga mudah,0
3100,gojekindonesia hai gojek akun blokir sdh aktif tapi ga dipake buat pesan go ride trus yg aktif apa dong,0
3101,kalo gua sih pake grab buat sen makan gojek buat ngojek kemaren gua dapet vocer dari gojek maksimal potong k terus jadi ke angkot wkwkwkk grabid gojekindonesia,0
3102,hai cahyo mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
3103,tanya shabrinarahma ahli diskon,0
3104,dear gojekindonesia i think your admin ga ngerti apa maksud dm when i send dm using bahasa indonesia the reply is veeeeeeerrrrrry slow but it s different if it s in english when it s in english your admin doesn t understand the message,0
3105,tadi order gofood gojekindonesia kok ga pilih bayar lalu ovo,0
3106,apa coba gojekindonesia lampung pic twitter com lsvupsdg,0
3107,uber ieu moal ajak eh geus kick nya,0
3108,gojekindonesia,0
3109,gojekindonesia min unsuspend akun dong asa ngapangapain dah kok malah suspend udah minggu lebih min kemarin kata dm email sama nomor hp sampe skrg blm bener asdfghjkl mau nang aja lah,0
3110,gojekindonesia servernya dong dibetulin chat sama driver aja gabisa huft,0
3111,loh bener loh masuk angin kan ikan kembung,0
3112,waw jauh jga yaa yank puter udh kaya wisata bis bandros,0
3113,gojekindonesia topup masuk pic twitter com shoqnjcbj,0
3114,gojekindonesia kakak topup go pay atm bank mandiri nyata hasil ada strucknya tp go pay tidak tambah mohon segera proses,0
3115,gojekindonesia tindak lanjut sen makan tunggu kurg lebih menit ttp driver di restoran malah jauh dr titik restoran coba chat x tlp tidak ada respon dr driver saya diam orde,0
3116,gojekindonesia kenapa yah susah nyari driver udah menit gin terus pic twitter com uvfxybzty,0
3117,in,0
3118,lebih mulia dr so sok ngustad ahli ahli pakar pakar rudal,0
3119,mohon maaf atas ketidaknyamanan perihal keluh akan tindakalnjuti bagai evaluasi tingkat layan depan tks fzy,0
3120,gojekindonesia min bagaimana lihat order yg d cancel sm driver sy udh tggu tp malah d cancel sm drivernya,0
3121,grabid teach some manners to your drivers will you he did not want to cancel i am going home with gojekindonesia because of this pic twitter com azswxhpvt,0
3122,iye kasih kopi kopi darah daging,0
3123,di pick up km bikin driver mager tampak rb,0
3124,hai nana sila lalu dm tks fzy,0
3125,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
3126,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor order nomor telepon lalu dm tks fzy,0
3127,sama aku pake ovo waktu goride gabisa gojekindonesia,0
3128,gojekindonesia,0
3129,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon email yang daftar lalu dm tks fzy,0
3130,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh informasi apakah pesan sudah terima tks jhn,0
3131,hai informasi beri rating dapat laku satu kali order untuk rating sudah beri dapat ubah tks fzy,0
3132,cancel terooos gojekindonesia pic twitter com krmtnefe,0
3133,gojekindonesia ngajarin drivernya chat pake p p p p gitu apa emang p arti apa buat chat siapa,0
3134,gojekindonesia udah daftar gojek lewat online udah bulan lebih ada panggil dokumen lengkap,0
3135,gojekindonesia knp gak beli pic twitter com cusimasgrb,0
3136,boikot transpirtasi yg malaysia,0
3137,gojekindonesia unsuspend my account cowards,0
3138,hai mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut tks jhn,0
3139,skrng mau nanya presiden mana negara hina negara miskin gojek hina yo lah di maklum ni negara cuyyyyy,0
3140,gojekindonesia min isi saldo gopay via atm mandiri kok ga masuk saldo akun,0
3141,gojekindonesia,0
3142,gojekindonesia kak kenapa pic twitter com sraqtzpveh,0
3143,sumpah gojekindonesia parah bgt sih gue udah x cancel order karna selalu nyangkut sama driver yg jauh bgt sampe km jauh tp saldo gopay gue potong terus,0
3144,hayu ngariung mang gojekindonesia,0
3145,gojekindonesia sy isi pulsa kok masuk dari siang order id gplccf,0
3146,hai internet stabil apabila hasil sila coba laku force close aplikasi gojek dengan cara hapus file clear cache simpan memori internal kemudian buka aplikasi gojek ya tks jhn,0
3147,sama wakil grab jogja,0
3148,aplikasi bug bukan sen,0
3149,hai lebih lanjut sila kirim email data ke customerservice gojek com guna alamat email yg daftar akun gojek ya terima kasih fzy,0
3150,hai mohon maaf atas ketidaknyamanannya informasi nomor order kendala via dm dapat proses lebih lanjut tks jhn,0
3151,gojekindonesia mau tanya ya kalo order goride jam pulang kerja lama kalo dapet drivernya jauh kasi kan drivernya,0
3152,anak it sabeb,0
3153,hai apabila alami kendala layan gosend via shopee sila laku konfirmasi pihak shopee lebih di support shopee co id dapat proses lebih lanjut tks jhn,0
3154,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon email yang daftar lalu dm tks fzy,0
3155,gojekindonesia dear admin gi udh hari order masuk biasa kenapa point blm msk pic twitter com mlhagyhxtc,0
3156,minta gak min remove gofood yg lalu yg daftar dgn nomor soal mau bikin baru mksh,0
3157,gojekindonesia,0
3158,grabid perhati nyuruh makan,0
3159,mohon pihak gojekindonesia bantu ubah email nomor hp akun gojek terima kasih,0
3160,hai mohon maaf atas kendala kami informasi rute jalan cantum aplikasi gojek acu google maps sila laku atur gps guna mode akurasi tinggi tks jhn,0
3161,gojekindonesia gopayindonesia no offense but isiin gopay cara tiba hari gopay payday jadi ikut rasain cashback nya would actually sucks pic twitter com fcavyzrcbk,0
3162,gojekindonesia mau tanya pesan barang via shopee dgn jasa gosend same day telah lacak tulis enroute drop maksud apa,0
3163,gojekindonesia selamat malam bakun gojek masih pakai nomor lama email masih nempel disitubsaya gabisa bikin akun pakai nomer baru gimana,0
3164,entah gw doang apa gmn kenapa rute nya suka diputerin jd jauh bgt padahal lurus see red line kondisi normal gada macet accident ujuk jarak jd km yg sbnrnya km pls advise gojekindonesia pic twitter com xiqucsn,0
3165,gojekindonesia myxlcare knp udh pagi gbs login trs gadikirim code nya halo pic twitter com sttazzs,0
3166,mungkin minta bantu retweetnya min yang makin hati,0
3167,posisi gps sdh posisi dmn diri jarak byk driver standby,0
3168,cacat sistem gojekindonesia ga sinkron gps ama komentnya maknya pada marak dm uang gopay ovo minta balikin embel embel makan orang ride ga sampe khusus grabid kejo online w kalo kritik ama aplikator emang pedes banyak mafia https twitter com tanyarl status,0
3169,hai mohon maaf atas kendala yg alami kait prihal tersbut sila mati fitur gps ponsel kemudian nyala ya tks ari,0
3170,gojekindonesia min ngisi saldo kenapa ga dapet cashback payday nya,0
3171,gojekindonesia ppu skrg udh jadi ibu kota nih gak mau hadir gojek sini banyak jiwa jiwa mageran sini karna rantau pak,0
3172,,0
3173,hai mohon hati hadap pihak luar mengatasnamakan gojek distribusi voucher gopay minta data pribadi pasti tdk beri kode verifikasi kpd siapa yg minta info lengkap klik https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks ari,0
3174,gojekindonesia dong bug kaya gin dibenerin trus tiap mau ketik alamat gosend selalu error sendiri pic twitter com kwrdchvh,0
3175,,0
3176,nik ktp otp ga masuk,0
3177,gojekindonesia min nanya knp gak sistem tdk bs driver yg lbh dekat dg posisi customer pdhl sekitar sy order byk gojek standby tp dapetnya yg jauh shg putar balik jd buka cepat tp lama juga gojektech,0
3178,tadi sen gofood makan ga lengkap terus ngasih bintang komen pak makan tinggal terus beberapa jam kemudian gojek nelfon kata beliau telfon restonya makan tinggal nanti ga min gojekindonesia,0
3179,hai mohon hati hadap pihak luar mengatasnamakan gojek distribusi voucher gopay minta data pribadi pasti tdk beri kode verifikasi kpd siapa yg minta info lengkap klik https www gojek com blog jagakerahasiaankodeverifikasigojekmu tks ari,0
3180,sekarang gak minta otp bang nik ktp,0
3181,kantor gojekindonesia kidi harga,0
3182,gojekindonesia benar nomor csnya gojek bukan tanya data akun gojek pasti nomor yg pakai akun padahal pernah topup saldo apa dia mau nipu karna bete panggil,0
3183,gojekindonesia hai min td order gofood smpat ngalamin miskomunikasi sama drivernya skrg drivernya kena suspend gimana cara bsa bantu drivernya biar akun aktif krna murni miskomunikasi thx,0
3184,bales dm dong kak urgent gojekindonesia,0
3185,gojekindonesia min td sy udah topup tp verifikasi akun gopaynya saldo gabakal masuk,0
3186,mas nya kurangg bangun suasana sihh,0
3187,sama anak bangsa gak perlu nanya apa agama siapa tuhan mana kiblat bukan malaikat kita hanya makhluk cipta nya sama,0
3188,foto nomernya hati aja dan ingat pihak gojek bilang jangan pernah kasih tau kode verifikasi yg masuk hp mu bahkan orang ngaku pihak gojek kalo kamu kasih bsa login akun mohon bantu gojekindonesia pic twitter com ykfitzoa,0
3189,kudu riungkeun sakalian gojekindonesia jeng grabid,0
3190,kayak aku waktu dulu,0
3191,si ustadtengkuzul bukan manusia setan yg jubah,0
3192,ndak tau gua,0
3193,siapa an,0
3194,gojekindonesia penipuankan,0
3195,radityadika radenrauf grabid gojekindonesia prambors ardhitoprmn maikrolet wiranagara ndorokakung fajarnugros jayakabajay pamunqkas adelladellaide adhityamulya,0
3196,hai listianaari lebih lanjut sila keluh lalu email driversupport gojek com mohon tungu konfirmasi tks fzy,0
3197,emang pikir gojek tuh punya siapa cari berita kaki nilai mata tutup kuping hindar dr hoax,0
3198,sent to your dm thanks yni,0
3199,hai dapat laku kece lebih lanjut info nomor tlp dan alamat email yg daftar via dm tks ari,0
3200,gojekindonesia min ya akun gojek driver sy jd sepi order begini padahal biasa normal udah buat muter nyari spot rame tp ttp dapat order ada ulas yg kurang baik dr customer hadap sy,0
3201,hi ara could you inform the order number through dm thanks yni,0
3202,gojekindonesia kenapa sihhh aaaaaaaa pic twitter com ikzqdbd,0
3203,replyan kan otomatis masuk notificatione markonah,0
3204,http beritatrans com septemberpenerapantarifojolbaruberlakudiseluruhindonesia kemenhub hubdat grabid gojekindonesia,0
3205,ehhhhh engga pura doang wkwkwkwkw bom jaga hati siapa nih,0
3206,teori sih gitu merchant bareng driver yg lapor bareng kan emang gembel tuh yg fiktif gtu suspend aja kalo gojek tkt kalah sama saing jadi tkt matiin akun customer,0
3207,dapat kok pak,0
3208,tadi mention gojekindonesia ada respon kalo udh gin bisa disuspend kan akun sifiktif,0
3209,dear gojekindonesia why do i always get a driver that is very far from the packet pickup,0
3210,gojekindonesia kemarin order gojek no gk kirim gosend sameday paket bom terima status klik kirim driver tlg di bantu thank you,0
3211,kalo oknum malasyia kritik soal bangun transportasi biarin aja biar sebgai pecut perintah perbaikin blueprint nya jangan close minded,0
3212,baca forum minimal skyscrapercity viar gambar tangan indonesia vs malasyia jaman merdeka sampe skrng indonesia angkot id vs angkot my level nya beda angkoy my pic twitter com azqscyf,0
3213,bukti gagak udah gw email jg admin bangsat nikolas bima kalo ga nama balas tetap suruh ngerekam bicara xl dulu sarap pic twitter com vysnsyl,0
3214,maap ga terima bentuk perhati macam gt hati saya jaga,0
3215,mulut minta sumpel sandal,0
3216,enak aja malah suruh telp xl sendiri trs ngerekam kirim bukti rekam bicara dia bangsat,0
3217,gojekindonesia sore kak cek dm kakkk,0
3218,halte mrt dukuh atas pas banget komplain langsung tapi lumayan menit buang moga depan waktu berangkat jelas,0
3219,gw transaksi kuota xtra combo no hp yg sama order id sn sukses masuk order id sn kagak masuk yg payfazz ga tanggung jawab,0
3220,emang bene kritik pedes kok soal tata ruang n jalan transportasi emang kite geleng geleng kepala,0
3221,mohon maaf atas ketidaknyamanannya mohon info tunggu halte mana tuju mana terima kasih rsn,0
3222,w dua,0
3223,gojekindonesia,0
3224,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon email yang daftar lalu dm tks fzy,0
3225,dapet tumpang gocar gojekindonesia dr sekolah daerah cikeas bilang ajar minta mampir gw karenina gw tungguin sabar pas udah sampe tuju bilang udah pake gopay gak tambahin ucap terimakasih gitu,0
3226,gojekindonesia dear admin ada kirim dm perilaku driver mohon tanggap terima kasih,0
3227,jek gojekindonesia kalo udah nuker point gopay point ponta point ponta nya ga masuk ke akun nanya nya mana nih kak pontaid,0
3228,oke kak arti beneran tipu kan,0
3229,gojekindonesia mau ganti pin gopay ada kendala verivikasi lalu sms karna nomor hp tidak aktif ada solusi,0
3230,gojekindonesia halo tadi dapet wa sama telfon kait menang juta bukan pihak gojek asli kan kak pic twitter com warjimlxv,0
3231,hak konsumen nilai hak driver protes komplain sesuai ada sistem yg lebih baik tidak mentah ini gojekindonesia https twitter com tanyarl status,0
3232,saya dm ditindaklanjuti jgn cuma didiemin aja dm nya,0
3233,hai informasi mesan layan gobox dapat laku hari sama dapat ditindaklanjuti mohon informasi nomor order via dm tks fzy,0
3234,halo gojekindonesia update versi apps trbaru malah jdi bisa mes goride gocar gosend begini gambar mohon bantu pic twitter com mvqammfzn,0
3235,iya deh ih bingung kan mana lari nya ribu,0
3236,,0
3237,tdk fair chalenge gojekindonesia ut org pertama cs customer sm skali tdk tau brp sisa kuota pic twitter com krcydhq,0
3238,akibat kalau politis tidak harga bangsa jadi dasar usaha malaysia hina pic twitter com uqgkc,0
3239,hai dapat laku kece lebih lanjut info nomor order mesan via dm tks ari,0
3240,gojekindonesia mau complain sering pakai gofood pesan makan hari saya pesan salah satu rumah makan saya ditelfon driver gojek informasi tempat sudah tutup rm nya daftar bahkan mil,0
3241,hai mohon maaf atas ketidaknyamanan agar ditindaklanjuti mohon informasi nomor telepon daftar screenshot voucher yang anda lalu dm tks fzy,0
3242,nomor udah cantum kali aja yg niat tindak bukan biar aja bela diri memang olah raga asli indonesia nyata,0
3243,dijelasin gak gojekindonesia kan pakai vouchernya potong yang potong cuma itu harga promo kok pas estimasi harga promo gimana nih pic twitter com scknanyzk,0
3244,order fiktif mba gara gara aku ikut ngurus gojekindonesia krn pak drivernya takut dapet suspend kronologi sen dichat ga dibales wa ceklis kaya gitu aja alamat order palsu nyata,0
3245,gojekindonesia mission selesai kok dapat vouchernya pic twitter com ftlibtw,0
3246,temen gue beli x kok gue cuma x sih total dapet voucher gojekindonesia pic twitter com ajvoxnjb,0
3247,hai perihal sebut sila informasi nomor telepon email yang daftar via dm tks jhn,0
3248,hai mohon maaf atas ketidaknyamanan sila follow dm agar dapat menindaklanjuti keluh tks jhn,0
3249,min,0
3250,gojekindonesia,0
3251,gojekindonesia gimana kok begini awal cuma beli pulsa biasa ehh tau tau dapet sms go pulsa temu aktivitas wajar pic twitter com bmtovglc,0
3252,gojekindonesia min mau dm niii tp gk bisaaaa,0
3253,gojekindonesia daftar jadi mitra goride kapan verifikasi mohon bantu,0
3254,hai dapat laku kece lebih lanjut mohon kirim screenshot akun profile gmail via dm tks ari,0
3255,indikator nya bagaimana padahal masuk sering gojek rasa cukup rugi aja fee nya tahu teman saya tidak kena fee,0
3256,gojekindonesia usul min biaya topup diapus dong wkwk,0
3257,hai sila informasi kendala cara detail tks jhn,0
3258,make hp china makan wkwkwk jgn iphone sulaaapp pic twitter com xifnnqzaza,0
3259,done,0
3260,gojekindonesia naik kemudi kontol berjembot solo pic twitter com vqbzxexu,0
3261,hai dapat laku kece lebih lanjut info nomor tlp dan screenshot kterangan order voucher via dm tks ari,0
3262,hai kak dari findaya partner gojek tangan paylater guna fitur paylater biaya bulan sesuai nominal tera halaman paylater kakak hanya tagih laku paling sedikit satu transaksi bulan sebut tks ran,0
3263,hai gojekindonesia email guna orang daftar akun gojek dapat notifikasi untuk verifikasi email padahal tidak buat akun gojek email maksud mohon bantu khaerulikhwan gmail com,0
3264,gimana kok blokir gojekindonesia pic twitter com kxsluhqnvf,0
3265,hai kak dari findaya partner gojek tangan paylater informasi tanggal jatuh tempo bayar paylater tiap akhir bulan apabila kakak paylater tanggal agustus jatuh tempo akhir bulan agustus tks ran,0
3266,udh kyk gni tmpang kmi pak apa nyanyi yg hibur pikir pak kecewa yg sgt dlm yg sgt kmi rasa pak pic twitter com jlvupiq,0
3267,direspon tidak jelas gojekindonesia,0
3268,ajig benerrr kudu meuli iphone kitu jek,0
3269,wkwkwk lah makin ngakak coba ca lu inget pernah naro hati ga sama,0
3270,kode verifikasi udah sebar online gimana dong,0
3271,saya ga bego ngasih kode cuma ganggu aja,0
3272,hai kak hanun findaya partner gojek tangan paylater informasi biaya bulan paylater tiap pilih beri beda gantung dari interaksi aplikasi gojek juga pakai aplikasi gojek kakak tks ran,0
3273,gojek is spilling the tea gojekindonesia pic twitter com iryhtqih,0
3274,biasa bapak bimbing paham tidak selalu jawab,0
3275,beliau belum paham,0
3276,bapak bimbing suntik dok bikin kesal,0
3277,bintang bintang bukan bintang tambah bintang aplikasi gojekindonesia gak bintang,0
3278,hahahaa klo cman lapor centang sih iya,0
3279,dear gojekindonesia atas driver dgn plat no sebut mohon didik cara kendara sikap supportgojek gojeklebihbaikdariopang pic twitter com bzuqzzzfq,0
3280,gojekindonesia min email kan daftar gojek nomer hp daftar gimana cara loginnya,0
3281,gojekindonesia jadi buah wajib boleh driver bayar gofood saldo gopay sang driver,0
3282,pake voucher gofood yg rb tp kok cuma potong rb gojekindonesia gofoodindonesia,0
3283,gojekindonesia bisa login input menu gobiz lalu pc laptop,0
3284,hmmmm arti lapor driver laku kalau dari driver minimal driver sprtnya buang waktu pis buat lapor ofik tuh,0
3285,gojekindonesia d sruh dm masalah gojek gilir d dm malam gak d buka padahal butuh bgt aplikasi go shop kerja,0
3286,minggu depan warga papua demo besar besar dg pakai perang pake koteka tombak panah bom molotov tanda perang mulai suarapapua freewestpapua gojekindonesia grabid supirpete ais mlg ais wsb ais pwt ais pas ais pbl acaramlg madiungooners ais ked https twitter com rhokilpatrick status,0
3287,kalo sih kemarin sempat nyoba yg pertama cman centang order fiktif x centang baru disuspend yg langsung by email cman itu ngga tau langsung si suspend apa ngga soal nyobanya siang trus malam baru sempat nyoba udah suspend,0
3288,gw kudu bikin sendiri coba ntar kalau no baru mau coba lapor nya via apps telp kantor,0
3289,shamsubahrin bigbluetaxi lapor darimana kenthung jelasin jangan bohong bikin hoax baru malaysia gojek gojekindonesia https inet detik com cyberlife d seputarbigbluetaxiyangbosnyasebutindonesiamiskin,0
3290,sila lampir screenshot kendala lalu dm terima kasih yni,0
3291,oalah yg yaaa,0
3292,kirim ssnya lewat mana pak,0
3293,gojekindonesia pak kok bayar jne info dapet cashback sampe sekarang tanggal agustus gak dapet,0
3294,min udah daftar online gk pernah sms balik dr beli akun sms balik min sms suruh kantor acc akun,0
3295,gojekindonesia bagaimana cara aktif akun gojek yg blokir mohon bantu terimakasih,0
3296,gojekindonesia yg ngomongin elu nih,0
3297,ya gojekindonesia grabid beli lahan sekitar stasiun halte buat driver nunggu customer kan jadi macet jalan gak atur,0
3298,hai perihal sebut sila informasi nomor telepon email yang daftar via dm agar dpt bantu tks jhn,0
3299,hai di informasi lalu dm anda beri kode otp pihak sebut terima kasih yni,0
3300,jeffbezos gojekindonesia https www bloomberg com news articles amazonissaidtobeintalkstoinvestinindonesiasgojek,0
3301,krn jadi ulang di suatu tempat psti ad org yg jg ngalamin jd males order yg jauh dg kata voucher gofood gojekindonesia percuma alias gk gk kepake,0
3302,jangan yg jarak km yg km aja sering bgt abang gojek minta dicancel alas jauh lah macet lah pdhl selalu gw bilang gk masalah klo nunggu lama tp ujung stlh gw ikhlas nunggu malah dicancel gofood gojekindonesia,0
3303,gojekindonesia hai go jek last week tukar point souvenir info kirim rumah please advice monitor delivery nya bagaimana belum di rumah thank you,0
3304,yg bikin harfa naik sebenernya dr atur perintah bukan bijak grab gojek,0
3305,gojekindonesia cara remove another device nya gimana pic twitter com zbdylcez,0
3306,halo kemkominfo gojekindonesia segitu ugalan penyalahgunaan data akibat registrasi pake pascabayar masih aja telpon nmr ngaku org gojek menang undi kok orang coba login akun gojek cc alvinlie pic twitter com kqoxnbqt,0
3307,gojekindonesia halo mau tanya layan paylater apa memang tiap akun beda karena akun fee rb akun teman tidak ada fee nya padahal jumlah pakai bs bilang sama,0
3308,halo mohon maaf atas nyaman kece tangan lebih lanjut sila keluh kamu lalu menu bantu help aplikasi gojek kamu terima kasih sm,0
3309,sediiih,0
3310,gojekindonesia mohon bantu akun tidak guna,0
3311,nawarin hadiah rek bank gopay minta gopay abis dimatiin telp sama,0
3312,hai sila informasi screenshoot kendala tks jhn,0
3313,halo mohon maaf atas nyaman kece tangan lebih lanjut sila keluh kamu lalu menu bantu help aplikasi gojek kamu terima kasih sm,0
3314,gojekindonesia halo,0
3315,gojekindonesia,0
3316,gojekindonesia min misi yg akhir apa gw udah pake buat pulsa goofod pic twitter com ytqaewl,0
3317,https twitter com tanyarl status s,0
